Entity,Code,Year,agriculture_ha
Georgia,GEO,1850,957023.4635
Georgia,GEO,1860,1036675.352
Georgia,GEO,1870,1122760.167
Georgia,GEO,1880,1216318.005
Georgia,GEO,1890,1318210.717
Georgia,GEO,1900,1430757.278
Georgia,GEO,1910,1555135.892
Georgia,GEO,1920,1683067.019
Georgia,GEO,1930,1826134.28
Georgia,GEO,1940,2246482.088
Georgia,GEO,1950,2205963.738
Georgia,GEO,1960,2656589.692
Georgia,GEO,1970,2681692.208
Georgia,GEO,1980,2714532.561
Georgia,GEO,1990,2682275.418
Georgia,GEO,2000,2775078.968
Georgia,GEO,2010,2762132.137
Germany,DEU,1780,19118234.58
Germany,DEU,1790,19246097.54
Germany,DEU,1800,19366032.57
Germany,DEU,1810,19186199.18
Germany,DEU,1820,19007567.92
Germany,DEU,1830,19293031.34
Germany,DEU,1840,19528481.63
Germany,DEU,1850,19644786.05
Germany,DEU,1860,19590001.81
Germany,DEU,1870,19683046.67
Germany,DEU,1880,19967431.79
Germany,DEU,1890,20176501.21
Germany,DEU,1900,20830814.84
Germany,DEU,1910,21422785.8
Germany,DEU,1920,20146642.84
Germany,DEU,1930,20002544.34
Germany,DEU,1940,19821834.62
Germany,DEU,1950,18620170.77
Germany,DEU,1960,18509180.25
Germany,DEU,1970,17360966.05
Germany,DEU,1980,15823546.09
Germany,DEU,1990,13558822.56
Germany,DEU,2000,11151327.92
Germany,DEU,2010,10822165.95
Ghana,GHA,1780,2797239.36
Ghana,GHA,1790,2782594.749
Ghana,GHA,1800,2767527.06
Ghana,GHA,1810,2753571.028
Ghana,GHA,1820,2814273.054
Ghana,GHA,1830,2875246.426
Ghana,GHA,1840,2940893.239
Ghana,GHA,1850,3007561.188
Ghana,GHA,1860,3076236.516
Ghana,GHA,1870,3185056.046
Ghana,GHA,1880,3296902.859
Ghana,GHA,1890,3412406.835
Ghana,GHA,1900,3532716.187
Ghana,GHA,1910,3659054.597
Ghana,GHA,1920,4395673.099
Ghana,GHA,1930,5196282.26
Ghana,GHA,1940,6274274.468
Ghana,GHA,1950,7522936.189
Ghana,GHA,1960,10280399.65
Ghana,GHA,1970,9776088.113
Ghana,GHA,1980,10001392.56
Ghana,GHA,1990,10478647.94
Ghana,GHA,2000,10819857.98
Ghana,GHA,2010,11179522.63
Greece,GRC,1780,3805881.084
Greece,GRC,1790,3910639.514
Greece,GRC,1800,4017715.797
Greece,GRC,1810,4122040.539
Greece,GRC,1820,4236129.228
Greece,GRC,1830,4403749.563
Greece,GRC,1840,4583202.728
Greece,GRC,1850,4771689.421
Greece,GRC,1860,4862290.975
Greece,GRC,1870,4963387.24
Greece,GRC,1880,5088193.226
Greece,GRC,1890,5219161.336
Greece,GRC,1900,5345071.056
Greece,GRC,1910,5445483.492
Greece,GRC,1920,5549970.421
Greece,GRC,1930,5582887.92
Greece,GRC,1940,5706953.766
Greece,GRC,1950,5645058.637
Greece,GRC,1960,5879987.375
Greece,GRC,1970,5879393.711
Greece,GRC,1980,5575229.288
Greece,GRC,1990,4861738.102
Greece,GRC,2000,4054041.117
Greece,GRC,2010,3877043.784
Guatemala,GTM,1780,413982.3279
Guatemala,GTM,1790,407153.4892
Guatemala,GTM,1800,400116.927
Guatemala,GTM,1810,392901.2412
Guatemala,GTM,1820,386192.1342
Guatemala,GTM,1830,433525.34
Guatemala,GTM,1840,482852.3963
Guatemala,GTM,1850,537014.5517
Guatemala,GTM,1860,601467.5789
Guatemala,GTM,1870,664036.4113
Guatemala,GTM,1880,713993.8283
Guatemala,GTM,1890,748891.0259
Guatemala,GTM,1900,787316.5993
Guatemala,GTM,1910,868234.1429
Guatemala,GTM,1920,955451.3722
Guatemala,GTM,1930,1054606.82
Guatemala,GTM,1940,1308559.186
Guatemala,GTM,1950,1794261.741
Guatemala,GTM,1960,2373326.033
Guatemala,GTM,1970,2464040.571
Guatemala,GTM,1980,2722560.393
Guatemala,GTM,1990,3395459.303
Guatemala,GTM,2000,3453967.253
Guatemala,GTM,2010,3466842.843
Guinea,GIN,1780,3092957.663
Guinea,GIN,1790,3035392.402
Guinea,GIN,1800,2979717.863
Guinea,GIN,1810,2925324.812
Guinea,GIN,1820,3004650.103
Guinea,GIN,1830,3085843.761
Guinea,GIN,1840,3170006.98
Guinea,GIN,1850,3256146.493
Guinea,GIN,1860,3344762.27
Guinea,GIN,1870,3478423.995
Guinea,GIN,1880,3617561.416
Guinea,GIN,1890,3763090.54
Guinea,GIN,1900,3914068.43
Guinea,GIN,1910,4072392.622
Guinea,GIN,1920,4967547.157
Guinea,GIN,1930,6057209.179
Guinea,GIN,1940,7297963.263
Guinea,GIN,1950,8755116.433
Guinea,GIN,1960,10614924.62
Guinea,GIN,1970,10651923.73
Guinea,GIN,1980,10652941.98
Guinea,GIN,1990,10792203.92
Guinea,GIN,2000,8828500.296
Guinea,GIN,2010,8972275.563
Guinea-Bissau,GNB,1780,295472.5297
Guinea-Bissau,GNB,1790,294480.5573
Guinea-Bissau,GNB,1800,293186.511
Guinea-Bissau,GNB,1810,291952.7114
Guinea-Bissau,GNB,1820,300032.7103
Guinea-Bissau,GNB,1830,308082.4761
Guinea-Bissau,GNB,1840,316494.0321
Guinea-Bissau,GNB,1850,325117.2335
Guinea-Bissau,GNB,1860,333950.4663
Guinea-Bissau,GNB,1870,347303.9668
Guinea-Bissau,GNB,1880,361258.9915
Guinea-Bissau,GNB,1890,375905.165
Guinea-Bissau,GNB,1900,391063.3854
Guinea-Bissau,GNB,1910,407006.7385
Guinea-Bissau,GNB,1920,498937.7456
Guinea-Bissau,GNB,1930,612569.568
Guinea-Bissau,GNB,1940,751581.4908
Guinea-Bissau,GNB,1950,923237.3765
Guinea-Bissau,GNB,1960,1045980.333
Guinea-Bissau,GNB,1970,1054950.653
Guinea-Bissau,GNB,1980,1016128.252
Guinea-Bissau,GNB,1990,1091821.864
Guinea-Bissau,GNB,2000,1107738.068
Guinea-Bissau,GNB,2010,1132112.887
Guyana,GUY,1780,245839.4869
Guyana,GUY,1790,244025.9615
Guyana,GUY,1800,242550.9088
Guyana,GUY,1810,241414.8422
Guyana,GUY,1820,242862.212
Guyana,GUY,1830,245507.9298
Guyana,GUY,1840,246678.2975
Guyana,GUY,1850,248434.389
Guyana,GUY,1860,250497.8115
Guyana,GUY,1870,258582.3407
Guyana,GUY,1880,270169.9572
Guyana,GUY,1890,291159.3768
Guyana,GUY,1900,321923.3053
Guyana,GUY,1910,367108.1435
Guyana,GUY,1920,428455.628
Guyana,GUY,1930,514117.2872
Guyana,GUY,1940,627859.1368
Guyana,GUY,1950,780036.9728
Guyana,GUY,1960,1016930.464
Guyana,GUY,1970,1036256.002
Guyana,GUY,1980,1289979.934
Guyana,GUY,1990,1310634.209
Guyana,GUY,2000,1312551.331
Guyana,GUY,2010,1280406.892
Haiti,HTI,1780,112483.2407
Haiti,HTI,1790,132825.5538
Haiti,HTI,1800,158216.9051
Haiti,HTI,1810,189912.446
Haiti,HTI,1820,230393.0101
Haiti,HTI,1830,257594.7991
Haiti,HTI,1840,274086.9561
Haiti,HTI,1850,291338.466
Haiti,HTI,1860,321143.8317
Haiti,HTI,1870,354839.8556
Haiti,HTI,1880,381038.9818
Haiti,HTI,1890,431260.46
Haiti,HTI,1900,491558.7509
Haiti,HTI,1910,573867.8126
Haiti,HTI,1920,685538.2712
Haiti,HTI,1930,803303.6206
Haiti,HTI,1940,927572.5621
Haiti,HTI,1950,1118997.368
Haiti,HTI,1960,1354828.829
Haiti,HTI,1970,1397612.661
Haiti,HTI,1980,1317080.052
Haiti,HTI,1990,1315173.709
Haiti,HTI,2000,1217307.307
Haiti,HTI,2010,1205666.482
High income,,1780,148855548
High income,,1790,153325388.3
High income,,1800,159717198.8
High income,,1810,167159535.3
High income,,1820,176621174
High income,,1830,191514363.9
High income,,1840,211515985.8
High income,,1850,258065473.6
High income,,1860,303997007.9
High income,,1870,351061314.8
High income,,1880,443493039.1
High income,,1890,558501730.4
High income,,1900,656944138.3
High income,,1910,784743535.7
High income,,1920,925211234.1
High income,,1930,999580417.4
High income,,1940,1050252420
High income,,1950,1139251886
High income,,1960,1241295237
High income,,1970,1225294803
High income,,1980,1194899568
High income,,1990,1176865183
High income,,2000,1126241364
High income,,2010,1076497304
Honduras,HND,1780,157475.9621
Honduras,HND,1790,161496.6376
Honduras,HND,1800,165100.3473
Honduras,HND,1810,169292.4341
Honduras,HND,1820,173783.464
Honduras,HND,1830,321766.6883
Honduras,HND,1840,373344.6354
Honduras,HND,1850,433517.0732
Honduras,HND,1860,481198.077
Honduras,HND,1870,516913.5164
Honduras,HND,1880,554773.5874
Honduras,HND,1890,593460.6999
Honduras,HND,1900,634600.0344
Honduras,HND,1910,683460.8299
Honduras,HND,1920,800579.3416
Honduras,HND,1930,1049995.344
Honduras,HND,1940,1358911.025
Honduras,HND,1950,1794751.783
Honduras,HND,1960,2413364.089
Honduras,HND,1970,2443933.975
Honduras,HND,1980,2467359.232
Honduras,HND,1990,2489294.179
Honduras,HND,2000,2499812.664
Honduras,HND,2010,2465177.176
Hong Kong,HKG,1780,0
Hong Kong,HKG,1790,0
Hong Kong,HKG,1800,0
Hong Kong,HKG,1810,0
Hong Kong,HKG,1820,0
Hong Kong,HKG,1830,0
Hong Kong,HKG,1840,0
Hong Kong,HKG,1850,0
Hong Kong,HKG,1860,0
Hong Kong,HKG,1870,0
Hong Kong,HKG,1880,0
Hong Kong,HKG,1890,0
Hong Kong,HKG,1900,0
Hong Kong,HKG,1910,0
Hong Kong,HKG,1920,0
Hong Kong,HKG,1930,0
Hong Kong,HKG,1940,0
Hong Kong,HKG,1950,0
Hong Kong,HKG,1960,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2010,0
Hungary,HUN,1780,3147324.573
Hungary,HUN,1790,3309118.501
Hungary,HUN,1800,3479791.332
Hungary,HUN,1810,3659366.365
Hungary,HUN,1820,3851651.03
Hungary,HUN,1830,4197074.873
Hungary,HUN,1840,4515047.447
Hungary,HUN,1850,4671464.681
Hungary,HUN,1860,4770287.548
Hungary,HUN,1870,4905052.954
Hungary,HUN,1880,5118205.007
Hungary,HUN,1890,5363202.468
Hungary,HUN,1900,5742857.884
Hungary,HUN,1910,6071449.137
Hungary,HUN,1920,6159489.394
Hungary,HUN,1930,6506107.397
Hungary,HUN,1940,6821962.901
Hungary,HUN,1950,7063093.978
Hungary,HUN,1960,7341207.335
Hungary,HUN,1970,6910420.452
Hungary,HUN,1980,6552292.768
Hungary,HUN,1990,6187241.836
Hungary,HUN,2000,5213949.908
Hungary,HUN,2010,5104170.103
India,IND,1780,66869737.79
India,IND,1790,71914249.35
India,IND,1800,77282045.27
India,IND,1810,83093568.68
India,IND,1820,89388662.67
India,IND,1830,96085813.73
India,IND,1840,103395427.5
India,IND,1850,111274614.6
India,IND,1860,113007823.4
India,IND,1870,114826635.9
India,IND,1880,116552019.9
India,IND,1890,118635843.7
India,IND,1900,120424746.9
India,IND,1910,121723184.1
India,IND,1920,123482801.3
India,IND,1930,129937354.6
India,IND,1940,136906915.2
India,IND,1950,144173078.4
India,IND,1960,168693033.3
India,IND,1970,170027076.1
India,IND,1980,170998176.2
India,IND,1990,171564037.4
India,IND,2000,171122728.7
India,IND,2010,171910126.2
Indonesia,IDN,1780,2995048.571
Indonesia,IDN,1790,3214705.084
Indonesia,IDN,1800,3452652.502
Indonesia,IDN,1810,3736197.071
Indonesia,IDN,1820,4040419.629
Indonesia,IDN,1830,4361999.222
Indonesia,IDN,1840,4706466.843
Indonesia,IDN,1850,5050293.917
Indonesia,IDN,1860,6177088.939
Indonesia,IDN,1870,7428834.444
Indonesia,IDN,1880,8728853.636
Indonesia,IDN,1890,10106244.63
Indonesia,IDN,1900,11501485.38
Indonesia,IDN,1910,13350620.96
Indonesia,IDN,1920,15259939.28
Indonesia,IDN,1930,16888944.34
Indonesia,IDN,1940,18569224.05
Indonesia,IDN,1950,20744550.95
Indonesia,IDN,1960,23332419.21
Indonesia,IDN,1970,23248015.14
Indonesia,IDN,1980,23077261.62
Indonesia,IDN,1990,27806690.84
Indonesia,IDN,2000,30179055.98
Indonesia,IDN,2010,33931240.22
Iran,IRN,1780,17140208.8
Iran,IRN,1790,17410949.58
Iran,IRN,1800,17686896.15
Iran,IRN,1810,17971149.51
Iran,IRN,1820,18262972.65
Iran,IRN,1830,19197807.96
Iran,IRN,1840,20129537.97
Iran,IRN,1850,21055206.99
Iran,IRN,1860,21979824.39
Iran,IRN,1870,22901342.87
Iran,IRN,1880,26276394.96
Iran,IRN,1890,29624253.59
Iran,IRN,1900,32143548.03
Iran,IRN,1910,34595652.2
Iran,IRN,1920,37874625.77
Iran,IRN,1930,41414116.03
Iran,IRN,1940,45263274.75
Iran,IRN,1950,49220064.76
Iran,IRN,1960,55998399.95
Iran,IRN,1970,54742292.09
Iran,IRN,1980,52710720.67
Iran,IRN,1990,55669697.25
Iran,IRN,2000,58518315.72
Iran,IRN,2010,45917801.04
Iraq,IRQ,1780,1715000.338
Iraq,IRQ,1790,1703389.817
Iraq,IRQ,1800,1692238.258
Iraq,IRQ,1810,1752651.153
Iraq,IRQ,1820,1814146.973
Iraq,IRQ,1830,1888779.552
Iraq,IRQ,1840,1964925.009
Iraq,IRQ,1850,2045351.207
Iraq,IRQ,1860,2130745.427
Iraq,IRQ,1870,2377730.669
Iraq,IRQ,1880,2687017.092
Iraq,IRQ,1890,3032970.869
Iraq,IRQ,1900,3392733.752
Iraq,IRQ,1910,3801106.889
Iraq,IRQ,1920,4165960.426
Iraq,IRQ,1930,4344440.925
Iraq,IRQ,1940,6025344.121
Iraq,IRQ,1950,7133558.203
Iraq,IRQ,1960,9619600.36
Iraq,IRQ,1970,9750968.415
Iraq,IRQ,1980,10172148.55
Iraq,IRQ,1990,10500777.73
Iraq,IRQ,2000,10806036.09
Iraq,IRQ,2010,11998909.89
Ireland,IRL,1780,5186800.913
Ireland,IRL,1790,5381150.356
Ireland,IRL,1800,5194854.547
Ireland,IRL,1810,4786473.977
Ireland,IRL,1820,4241975.952
Ireland,IRL,1830,3934454.889
Ireland,IRL,1840,3754364.719
Ireland,IRL,1850,4014846.387
Ireland,IRL,1860,4204195.205
Ireland,IRL,1870,4307339.404
Ireland,IRL,1880,4377675.945
Ireland,IRL,1890,4509755.216
Ireland,IRL,1900,4588676.347
Ireland,IRL,1910,4625466.8
Ireland,IRL,1920,4642275.041
Ireland,IRL,1930,3888144.759
Ireland,IRL,1940,4030580.825
Ireland,IRL,1950,4153026.559
Ireland,IRL,1960,4070879.008
Ireland,IRL,1970,4147093.486
Ireland,IRL,1980,4276749.201
Ireland,IRL,1990,3978228
Ireland,IRL,2000,2962308.737
Ireland,IRL,2010,2668306.963
Israel,ISR,1780,155376.4002
Israel,ISR,1790,155518.9088
Israel,ISR,1800,155790.9273
Israel,ISR,1810,155595.1729
Israel,ISR,1820,155686.9
Israel,ISR,1830,159998.1329
Israel,ISR,1840,161249.712
Israel,ISR,1850,162117.5292
Israel,ISR,1860,162778.1667
Israel,ISR,1870,162105.0044
Israel,ISR,1880,170783.7088
Israel,ISR,1890,179313.8205
Israel,ISR,1900,177929.1913
Israel,ISR,1910,177893.6532
Israel,ISR,1920,190902.1536
Israel,ISR,1930,211603.4947
Israel,ISR,1940,279694.5528
Israel,ISR,1950,331702.2814
Israel,ISR,1960,496426.6246
Israel,ISR,1970,468944.2546
Israel,ISR,1980,475122.6342
Israel,ISR,1990,511397.72
Israel,ISR,2000,505631.7019
Israel,ISR,2010,496147.6046
Italy,ITA,1780,11118549.72
Italy,ITA,1790,11329940.21
Italy,ITA,1800,11547235.31
Italy,ITA,1810,11771918.16
Italy,ITA,1820,12013679.4
Italy,ITA,1830,12471374.91
Italy,ITA,1840,12939632.74
Italy,ITA,1850,13435073.71
Italy,ITA,1860,13784562.35
Italy,ITA,1870,13797143.31
Italy,ITA,1880,14134335.53
Italy,ITA,1890,14561477.05
Italy,ITA,1900,14936123.68
Italy,ITA,1910,15374314.64
Italy,ITA,1920,16138676.29
Italy,ITA,1930,16359717.09
Italy,ITA,1940,16708870.33
Italy,ITA,1950,17140032.09
Italy,ITA,1960,17725983.74
Italy,ITA,1970,17240802.26
Italy,ITA,1980,14563749.63
Italy,ITA,1990,12358985.06
Italy,ITA,2000,10540519.95
Italy,ITA,2010,9759851.06
Jamaica,JAM,1780,28185.27999
Jamaica,JAM,1790,28185.27999
Jamaica,JAM,1800,28185.27999
Jamaica,JAM,1810,28185.27999
Jamaica,JAM,1820,28185.27999
Jamaica,JAM,1830,28185.27999
Jamaica,JAM,1840,28185.27999
Jamaica,JAM,1850,28185.27999
Jamaica,JAM,1860,28185.27999
Jamaica,JAM,1870,28185.27999
Jamaica,JAM,1880,28185.27999
Jamaica,JAM,1890,28185.27999
Jamaica,JAM,1900,28185.27999
Jamaica,JAM,1910,28185.27999
Jamaica,JAM,1920,28185.27999
Jamaica,JAM,1930,28185.27999
Jamaica,JAM,1940,28185.27999
Jamaica,JAM,1950,25887.60934
Jamaica,JAM,1960,25827.71958
Jamaica,JAM,1970,25826.87571
Jamaica,JAM,1980,25826.87571
Jamaica,JAM,1990,25471.07747
Jamaica,JAM,2000,25445.83775
Jamaica,JAM,2010,25445.3619
Japan,JPN,1780,1387555.325
Japan,JPN,1790,1391227.746
Japan,JPN,1800,1393623.848
Japan,JPN,1810,1444146.997
Japan,JPN,1820,1494354.764
Japan,JPN,1830,1544305.054
Japan,JPN,1840,1593471.24
Japan,JPN,1850,1641643.031
Japan,JPN,1860,1708512.175
Japan,JPN,1870,1769112.4
Japan,JPN,1880,1892748.533
Japan,JPN,1890,2046364.648
Japan,JPN,1900,2279447.791
Japan,JPN,1910,2523485.639
Japan,JPN,1920,2792034.292
Japan,JPN,1930,3117447.959
Japan,JPN,1940,3476639.996
Japan,JPN,1950,3739936.448
Japan,JPN,1960,4024668.231
Japan,JPN,1970,3673615.547
Japan,JPN,1980,3262216.402
Japan,JPN,1990,3080557.107
Japan,JPN,2000,2912570.607
Japan,JPN,2010,2483811.378
Jordan,JOR,1780,166970.5021
Jordan,JOR,1790,168658.5175
Jordan,JOR,1800,170557.4305
Jordan,JOR,1810,172854.8117
Jordan,JOR,1820,175416.1166
Jordan,JOR,1830,185780.7167
Jordan,JOR,1840,194614.3936
Jordan,JOR,1850,204167.3267
Jordan,JOR,1860,214459.2778
Jordan,JOR,1870,225883.3475
Jordan,JOR,1880,266312.7941
Jordan,JOR,1890,314388.194
Jordan,JOR,1900,360958.4013
Jordan,JOR,1910,420015.9444
Jordan,JOR,1920,480310.8883
Jordan,JOR,1930,554000.0488
Jordan,JOR,1940,697209.7783
Jordan,JOR,1950,839441.8922
Jordan,JOR,1960,1427912.984
Jordan,JOR,1970,1410602.501
Jordan,JOR,1980,1442666.804
Jordan,JOR,1990,1443015.756
Jordan,JOR,2000,1403248.106
Jordan,JOR,2010,1369596.627
Kazakhstan,KAZ,1780,17772318.93
Kazakhstan,KAZ,1790,17965585.03
Kazakhstan,KAZ,1800,18165879.27
Kazakhstan,KAZ,1810,18394076.86
Kazakhstan,KAZ,1820,18623141.35
Kazakhstan,KAZ,1830,18867084
Kazakhstan,KAZ,1840,19149124.33
Kazakhstan,KAZ,1850,19415438.47
Kazakhstan,KAZ,1860,19692044.28
Kazakhstan,KAZ,1870,19983432.49
Kazakhstan,KAZ,1880,26245020.13
Kazakhstan,KAZ,1890,31793346.74
Kazakhstan,KAZ,1900,43983108.69
Kazakhstan,KAZ,1910,57061335.57
Kazakhstan,KAZ,1920,78990766.61
Kazakhstan,KAZ,1930,91142050.98
Kazakhstan,KAZ,1940,128279828.7
Kazakhstan,KAZ,1950,113224799.5
Kazakhstan,KAZ,1960,174212828.6
Kazakhstan,KAZ,1970,178940503.3
Kazakhstan,KAZ,1980,181512131.2
Kazakhstan,KAZ,1990,183354026.1
Kazakhstan,KAZ,2000,199292699.6
Kazakhstan,KAZ,2010,196862684.1
Kenya,KEN,1780,10114307.94
Kenya,KEN,1790,10292250.87
Kenya,KEN,1800,10474610.89
Kenya,KEN,1810,10661510.05
Kenya,KEN,1820,11016979
Kenya,KEN,1830,11395417.31
Kenya,KEN,1840,11789020.73
Kenya,KEN,1850,12197602.42
Kenya,KEN,1860,12620549.11
Kenya,KEN,1870,13096448.81
Kenya,KEN,1880,13591188.63
Kenya,KEN,1890,14106624.7
Kenya,KEN,1900,14644880.04
Kenya,KEN,1910,15605008.45
Kenya,KEN,1920,17033052.36
Kenya,KEN,1930,18462186.7
Kenya,KEN,1940,19161740.69
Kenya,KEN,1950,20679750.04
Kenya,KEN,1960,23138996.24
Kenya,KEN,1970,22513480.56
Kenya,KEN,1980,22594491.19
Kenya,KEN,1990,23423465.62
Kenya,KEN,2000,23859650.5
Kenya,KEN,2010,24212257.69
Kiribati,KIR,1780,0
Kiribati,KIR,1790,0
Kiribati,KIR,1800,0
Kiribati,KIR,1810,0
Kiribati,KIR,1820,0
Kiribati,KIR,1830,0
Kiribati,KIR,1840,0
Kiribati,KIR,1850,0
Kiribati,KIR,1860,0
Kiribati,KIR,1870,0
Kiribati,KIR,1880,0
Kiribati,KIR,1890,0
Kiribati,KIR,1900,0
Kiribati,KIR,1910,0
Kiribati,KIR,1920,0
Kiribati,KIR,1930,0
Kiribati,KIR,1940,0
Kiribati,KIR,1950,0
Kiribati,KIR,1960,0
Kiribati,KIR,1970,0
Kiribati,KIR,1980,0
Kiribati,KIR,1990,0
Kiribati,KIR,2000,0
Kiribati,KIR,2010,0
Kosovo,OWID_KOS,1780,178393.4983
Kosovo,OWID_KOS,1790,177915.6358
Kosovo,OWID_KOS,1800,177165.2814
Kosovo,OWID_KOS,1810,176323.4843
Kosovo,OWID_KOS,1820,176099.6356
Kosovo,OWID_KOS,1830,175671.141
Kosovo,OWID_KOS,1840,175220.515
Kosovo,OWID_KOS,1850,206377.1558
Kosovo,OWID_KOS,1860,238577.5051
Kosovo,OWID_KOS,1870,270284.7945
Kosovo,OWID_KOS,1880,305267.6855
Kosovo,OWID_KOS,1890,344929.8032
Kosovo,OWID_KOS,1900,389764.412
Kosovo,OWID_KOS,1910,437574.8819
Kosovo,OWID_KOS,1920,483889.2267
Kosovo,OWID_KOS,1930,530207.8998
Kosovo,OWID_KOS,1940,578574.2697
Kosovo,OWID_KOS,1950,681392.1227
Kosovo,OWID_KOS,1960,792837.9852
Kosovo,OWID_KOS,1970,772061.1323
Kosovo,OWID_KOS,1980,746039.0092
Kosovo,OWID_KOS,1990,736333.6362
Kosovo,OWID_KOS,2000,657692.7794
Kosovo,OWID_KOS,2010,657665.6758
Kuwait,KWT,1780,63590.38587
Kuwait,KWT,1790,64750.04688
Kuwait,KWT,1800,66044.50352
Kuwait,KWT,1810,67581.75314
Kuwait,KWT,1820,69226.7505
Kuwait,KWT,1830,71223.37181
Kuwait,KWT,1840,73381.49794
Kuwait,KWT,1850,75728.89361
Kuwait,KWT,1860,78319.34358
Kuwait,KWT,1870,81422.10657
Kuwait,KWT,1880,85092.15146
Kuwait,KWT,1890,89302.03434
Kuwait,KWT,1900,94051.83045
Kuwait,KWT,1910,99395.98401
Kuwait,KWT,1920,105091.3336
Kuwait,KWT,1930,111949.3955
Kuwait,KWT,1940,122742.7979
Kuwait,KWT,1950,133647.3851
Kuwait,KWT,1960,207651.1445
Kuwait,KWT,1970,207193.2439
Kuwait,KWT,1980,205362.2523
Kuwait,KWT,1990,239390.1814
Kuwait,KWT,2000,241958.5292
Kuwait,KWT,2010,208731.6943
Kyrgyzstan,KGZ,1780,3071494.231
Kyrgyzstan,KGZ,1790,3229376.095
Kyrgyzstan,KGZ,1800,3392509.525
Kyrgyzstan,KGZ,1810,3566701.736
Kyrgyzstan,KGZ,1820,3750143.286
Kyrgyzstan,KGZ,1830,3943515.475
Kyrgyzstan,KGZ,1840,4144291.841
Kyrgyzstan,KGZ,1850,4359200.692
Kyrgyzstan,KGZ,1860,4576124.263
Kyrgyzstan,KGZ,1870,4803821.363
Kyrgyzstan,KGZ,1880,5064435.533
Kyrgyzstan,KGZ,1890,5333139.4
Kyrgyzstan,KGZ,1900,5646079.601
Kyrgyzstan,KGZ,1910,5969823.816
Kyrgyzstan,KGZ,1920,6334289.366
Kyrgyzstan,KGZ,1930,6692881.268
Kyrgyzstan,KGZ,1940,6995734.722
Kyrgyzstan,KGZ,1950,7280057.486
Kyrgyzstan,KGZ,1960,9089570.303
Kyrgyzstan,KGZ,1970,9217501.187
Kyrgyzstan,KGZ,1980,9360333.259
Kyrgyzstan,KGZ,1990,9370854.588
Kyrgyzstan,KGZ,2000,10012068.28
Kyrgyzstan,KGZ,2010,10010748.08
Laos,LAO,1780,508089.2942
Laos,LAO,1790,509840.1672
Laos,LAO,1800,511084.8366
Laos,LAO,1810,565632.7001
Laos,LAO,1820,621839.5453
Laos,LAO,1830,674338.6477
Laos,LAO,1840,726219.9198
Laos,LAO,1850,779311.4935
Laos,LAO,1860,831737.6998
Laos,LAO,1870,877525.3046
Laos,LAO,1880,922867.1509
Laos,LAO,1890,968383.4901
Laos,LAO,1900,1016219.166
Laos,LAO,1910,890094.9529
Laos,LAO,1920,916410.9123
Laos,LAO,1930,935355.1007
Laos,LAO,1940,958902.6579
Laos,LAO,1950,975002.3876
Laos,LAO,1960,1272929.96
Laos,LAO,1970,1218391.755
Laos,LAO,1980,1356492.005
Laos,LAO,1990,1211373.672
Laos,LAO,2000,1363228.758
Laos,LAO,2010,1393465.485
Latvia,LVA,1780,303720.8734
Latvia,LVA,1790,343466.8581
Latvia,LVA,1800,387231.5321
Latvia,LVA,1810,435959.8002
Latvia,LVA,1820,481224.0217
Latvia,LVA,1830,530663.9329
Latvia,LVA,1840,584490.2524
Latvia,LVA,1850,643547.7012
Latvia,LVA,1860,709264.6869
Latvia,LVA,1870,761180.1735
Latvia,LVA,1880,817720.6626
Latvia,LVA,1890,879510.3306
Latvia,LVA,1900,945209.7898
Latvia,LVA,1910,1017417.91
Latvia,LVA,1920,1036622.434
Latvia,LVA,1930,1061785.707
Latvia,LVA,1940,1080377.165
Latvia,LVA,1950,1040640.144
Latvia,LVA,1960,1095278.036
Latvia,LVA,1970,1060325.93
Latvia,LVA,1980,1047712.277
Latvia,LVA,1990,1001713.698
Latvia,LVA,2000,1024305.777
Latvia,LVA,2010,1072585.964
Lebanon,LBN,1780,46823.37413
Lebanon,LBN,1790,45386.79588
Lebanon,LBN,1800,44001.51053
Lebanon,LBN,1810,42744.40103
Lebanon,LBN,1820,41590.11583
Lebanon,LBN,1830,43954.08382
Lebanon,LBN,1840,45778.72947
Lebanon,LBN,1850,47835.06588
Lebanon,LBN,1860,50096.93817
Lebanon,LBN,1870,52666.51792
Lebanon,LBN,1880,61065.95914
Lebanon,LBN,1890,61373.50399
Lebanon,LBN,1900,65669.16251
Lebanon,LBN,1910,65515.29684
Lebanon,LBN,1920,72999.7123
Lebanon,LBN,1930,87658.24995
Lebanon,LBN,1940,108963.6881
Lebanon,LBN,1950,135031.8834
Lebanon,LBN,1960,180245.0107
Lebanon,LBN,1970,218912.5959
Lebanon,LBN,1980,203961.1196
Lebanon,LBN,1990,204869.8832
Lebanon,LBN,2000,227297.4435
Lebanon,LBN,2010,231347.568
Lesotho,LSO,1780,391796.6843
Lesotho,LSO,1790,397895.9355
Lesotho,LSO,1800,404130.3052
Lesotho,LSO,1810,410525.0151
Lesotho,LSO,1820,447656.9823
Lesotho,LSO,1830,488013.1116
Lesotho,LSO,1840,532400.0058
Lesotho,LSO,1850,580547.567
Lesotho,LSO,1860,639725.3151
Lesotho,LSO,1870,712848.1342
Lesotho,LSO,1880,803425.7591
Lesotho,LSO,1890,894147.5427
